Time_of_Day,Day_of_Week,Month,Weather_Conditions,Road_Type,Road_Condition,Lighting_Conditions,Traffic_Control_Presence,Speed_Limit,Driver_Age,Driver_Gender,Alcohol_Involvement,Number_of_Vehicles_Involved,Accident_Severity
Evening,Sunday,Jan,Clear,City Road,Dry,Street Lit,Signal,80,34,Male,No,2,Minor
Night,Monday,Jun,Rain,Highway,Dry,Daylight,Signal,60,30,Female,No,2,Fatal
Morning,Monday,Jun,Rain,City Road,Under Construction,Daylight,Speed Breaker,80,46,Male,Yes,1,Major
Evening,Monday,Oct,Fog,Rural Road,Dry,Daylight,Speed Breaker,40,51,Male,No,1,Major
Night,Monday,May,Rain,City Road,Dry,Daylight,Signal,100,44,Female,No,2,Minor
Afternoon,Friday,Dec,Clear,Rural Road,Dry,Street Lit,Signal,80,63,Male,No,1,Minor
Evening,Monday,May,Fog,City Road,Dry,Daylight,Signal,50,50,Male,No,1,Major
Night,Friday,Oct,Clear,Highway,Potholes,Daylight,Signal,80,46,Male,No,1,Minor
Night,Friday,May,Clear,Highway,Wet,Daylight,Signal,30,54,Male,No,1,Minor
Evening,Sunday,Jun,Rain,Rural Road,Dry,Daylight,None,50,56,Male,Yes,4,Major
Afternoon,Monday,Aug,Storm,Highway,Dry,Street Lit,Signal,40,36,Male,No,2,Minor
Evening,Wednesday,Feb,Clear,Rural Road,Wet,Daylight,Signal,80,63,Female,No,1,Minor
Night,Thursday,Jun,Clear,Rural Road,Under Construction,No Lighting,None,80,41,Male,Yes,4,Major
Morning,Tuesday,Jan,Clear,Highway,Wet,Street Lit,Signal,100,31,Male,No,3,Major
Morning,Friday,Apr,Clear,Highway,Wet,Daylight,Speed Breaker,30,64,Female,Yes,1,Major
Evening,Saturday,Oct,Clear,City Road,Dry,Daylight,Signal,60,54,Male,No,3,Minor
Night,Saturday,Mar,Rain,Highway,Under Construction,Street Lit,Signal,80,22,Female,Yes,1,Minor
Morning,Thursday,Sep,Clear,City Road,Wet,No Lighting,None,50,78,Male,No,1,Major
Night,Saturday,Mar,Storm,City Road,Dry,Street Lit,Speed Breaker,80,70,Male,No,1,Major
Evening,Wednesday,Jun,Rain,City Road,Wet,Daylight,Signal,40,41,Female,No,2,Minor
Morning,Saturday,Jan,Rain,City Road,Dry,No Lighting,Speed Breaker,50,51,Male,No,1,Fatal
Night,Tuesday,Dec,Fog,Highway,Dry,Daylight,None,60,67,Female,No,2,Fatal
Morning,Tuesday,Jun,Clear,City Road,Dry,Street Lit,Signal,80,48,Male,No,2,Minor
Evening,Friday,Apr,Clear,Highway,Dry,No Lighting,Speed Breaker,40,47,Male,No,1,Major
Night,Monday,Aug,Rain,Highway,Dry,Daylight,None,50,77,Male,No,1,Minor
Morning,Sunday,Nov,Fog,City Road,Dry,No Lighting,Signal,50,73,Male,No,1,Minor
Evening,Wednesday,Sep,Rain,City Road,Dry,Daylight,Speed Breaker,50,26,Female,No,1,Minor
Morning,Friday,Apr,Clear,Highway,Dry,No Lighting,Speed Breaker,50,44,Male,No,2,Minor
Morning,Wednesday,Oct,Storm,City Road,Dry,Daylight,Speed Breaker,60,45,Female,No,1,Fatal
Afternoon,Monday,Dec,Clear,City Road,Dry,No Lighting,Signal,80,59,Male,No,1,Major
Afternoon,Saturday,Oct,Fog,Highway,Wet,Daylight,Signal,60,43,Male,No,1,Major
Evening,Saturday,Jun,Snow,Highway,Dry,Street Lit,Speed Breaker,80,35,Male,No,2,Minor
Afternoon,Sunday,Jan,Clear,Rural Road,Dry,Daylight,Signal,80,53,Male,No,2,Minor
Evening,Monday,Apr,Rain,City Road,Under Construction,Daylight,Signal,40,25,Male,No,4,Minor
Afternoon,Friday,Jul,Clear,City Road,Wet,Daylight,Signal,30,35,Male,No,2,Minor
Morning,Sunday,Dec,Clear,City Road,Under Construction,Street Lit,Signal,100,37,Male,No,1,Minor
Evening,Monday,Jan,Clear,Highway,Dry,Daylight,None,40,75,Female,Yes,1,Minor
Evening,Thursday,Aug,Rain,City Road,Dry,Daylight,Signal,40,78,Female,Yes,2,Minor
Morning,Tuesday,Dec,Storm,City Road,Wet,Daylight,None,30,49,Male,Yes,3,Minor
Evening,Sunday,Oct,Rain,City Road,Dry,No Lighting,Signal,80,46,Male,No,1,Minor
Evening,Sunday,Dec,Clear,Highway,Dry,Daylight,Speed Breaker,60,66,Male,No,1,Minor
Afternoon,Friday,Nov,Fog,Highway,Dry,Daylight,Signal,120,65,Male,No,1,Major
Evening,Wednesday,Jun,Snow,Highway,Under Construction,Daylight,Speed Breaker,100,35,Male,No,2,Minor
Night,Thursday,May,Clear,Rural Road,Dry,Daylight,Speed Breaker,60,24,Male,No,1,Minor
Morning,Friday,Oct,Snow,City Road,Potholes,Daylight,Signal,60,18,Female,No,1,Major
Afternoon,Monday,Nov,Clear,City Road,Under Construction,Daylight,None,50,45,Male,Yes,3,Fatal
Afternoon,Monday,Sep,Fog,Highway,Dry,Street Lit,Signal,50,50,Male,Yes,1,Major
Night,Monday,Feb,Clear,Highway,Wet,Street Lit,Speed Breaker,40,67,Male,No,1,Minor
Morning,Monday,May,Clear,City Road,Wet,Daylight,None,40,21,Female,No,1,Minor
Morning,Wednesday,Jun,Clear,City Road,Under Construction,Daylight,None,40,72,Male,No,1,Fatal
Afternoon,Thursday,Jul,Rain,City Road,Dry,Street Lit,None,50,37,Female,No,1,Major
Evening,Saturday,May,Clear,Highway,Wet,Daylight,Signal,50,70,Female,No,1,Minor
Afternoon,Tuesday,Sep,Clear,City Road,Dry,Street Lit,Signal,120,69,Female,No,1,Minor
Morning,Wednesday,Jan,Rain,Highway,Potholes,Daylight,Signal,60,53,Female,Yes,2,Minor
Night,Wednesday,Jul,Storm,Highway,Dry,Daylight,Speed Breaker,120,74,Male,No,2,Minor
Afternoon,Saturday,Oct,Clear,City Road,Dry,Daylight,Speed Breaker,60,48,Male,No,1,Major
Morning,Saturday,Jul,Clear,Highway,Wet,Street Lit,Signal,60,55,Male,Yes,1,Minor
Afternoon,Tuesday,Apr,Clear,Highway,Under Construction,Daylight,Speed Breaker,50,45,Male,No,2,Fatal
Evening,Tuesday,Sep,Clear,City Road,Dry,Daylight,Signal,50,20,Male,No,1,Minor
Afternoon,Saturday,Dec,Fog,City Road,Dry,Daylight,Signal,40,23,Male,No,1,Major
Afternoon,Monday,Nov,Fog,City Road,Dry,Street Lit,Speed Breaker,100,62,Male,No,1,Minor
Morning,Wednesday,May,Rain,City Road,Potholes,No Lighting,Signal,120,40,Female,No,2,Minor
Morning,Friday,Apr,Clear,Highway,Wet,Daylight,None,30,24,Male,No,1,Minor
Morning,Tuesday,Jul,Rain,Highway,Under Construction,Daylight,Signal,50,73,Male,No,2,Major
Afternoon,Tuesday,Apr,Rain,Rural Road,Dry,No Lighting,Speed Breaker,60,78,Female,No,2,Minor
Evening,Saturday,Mar,Fog,City Road,Dry,Daylight,Signal,50,53,Male,No,3,Minor
Night,Thursday,Sep,Rain,City Road,Wet,Daylight,Signal,60,18,Female,No,1,Major
Night,Friday,Nov,Rain,Highway,Under Construction,Daylight,Speed Breaker,40,23,Female,Yes,2,Minor
Morning,Friday,Aug,Rain,City Road,Dry,Street Lit,None,60,41,Male,No,1,Fatal
Morning,Tuesday,Jan,Clear,Highway,Under Construction,Daylight,Signal,50,54,Male,No,1,Fatal
Afternoon,Monday,Jul,Snow,City Road,Dry,Street Lit,Signal,60,62,Male,No,1,Fatal
Night,Thursday,Sep,Clear,Rural Road,Dry,Daylight,Speed Breaker,40,68,Female,No,1,Minor
Morning,Friday,Aug,Rain,Rural Road,Dry,Daylight,Signal,60,53,Male,No,2,Minor
Evening,Tuesday,Aug,Clear,City Road,Dry,Street Lit,None,120,41,Male,No,1,Fatal
Evening,Friday,Jun,Rain,City Road,Dry,Daylight,Speed Breaker,50,55,Female,No,1,Minor
Morning,Sunday,Nov,Rain,Rural Road,Dry,Daylight,Signal,100,62,Male,No,1,Minor
Morning,Thursday,Apr,Clear,City Road,Dry,Street Lit,Signal,100,46,Female,No,2,Major
Night,Thursday,Aug,Clear,Highway,Under Construction,Street Lit,Speed Breaker,120,54,Female,No,1,Minor
Night,Sunday,Mar,Rain,City Road,Dry,Street Lit,Signal,80,62,Female,Yes,2,Major
Afternoon,Wednesday,Sep,Rain,Highway,Dry,No Lighting,Speed Breaker,80,49,Female,No,2,Major
Night,Sunday,Feb,Clear,City Road,Dry,Street Lit,Signal,100,42,Male,No,2,Major
Evening,Saturday,Feb,Clear,City Road,Dry,Daylight,Speed Breaker,40,27,Female,No,1,Minor
Evening,Saturday,Dec,Rain,City Road,Wet,Daylight,Signal,60,52,Male,No,2,Minor
Morning,Tuesday,Dec,Clear,Highway,Dry,Street Lit,None,120,72,Male,No,1,Minor
Night,Thursday,Jul,Clear,Highway,Wet,Daylight,Signal,80,42,Male,No,2,Minor
Afternoon,Wednesday,Dec,Clear,City Road,Wet,Street Lit,Signal,120,44,Female,No,2,Minor
Evening,Wednesday,Oct,Clear,City Road,Dry,Street Lit,None,80,62,Female,No,1,Minor
Evening,Friday,Apr,Clear,City Road,Dry,Daylight,Signal,100,49,Female,No,2,Minor
Afternoon,Friday,Oct,Clear,Highway,Dry,No Lighting,Signal,80,76,Male,No,1,Minor
Afternoon,Sunday,Aug,Clear,Rural Road,Dry,Daylight,Signal,80,29,Female,No,1,Major
Evening,Wednesday,Sep,Clear,Rural Road,Wet,Daylight,Signal,60,21,Female,No,1,Minor
Evening,Sunday,Jul,Clear,Highway,Dry,No Lighting,None,100,59,Male,No,4,Minor
Afternoon,Sunday,May,Clear,Highway,Dry,Daylight,Speed Breaker,100,43,Male,Yes,3,Major
Evening,Friday,Aug,Clear,City Road,Dry,Daylight,Signal,100,20,Male,No,2,Major
Morning,Thursday,Apr,Fog,City Road,Dry,Daylight,Speed Breaker,80,34,Male,No,3,Minor
Morning,Sunday,Feb,Clear,Rural Road,Dry,Street Lit,Speed Breaker,50,26,Male,No,1,Major
Afternoon,Monday,Nov,Clear,Rural Road,Dry,Street Lit,None,30,46,Male,No,3,Minor
Night,Thursday,Dec,Clear,City Road,Dry,Street Lit,Signal,100,18,Male,Yes,1,Minor
Afternoon,Wednesday,Jun,Clear,City Road,Dry,Street Lit,Speed Breaker,60,35,Male,No,2,Fatal
Afternoon,Wednesday,Sep,Rain,Highway,Wet,Daylight,Speed Breaker,50,58,Male,No,2,Fatal
Night,Sunday,Jan,Rain,Highway,Under Construction,Street Lit,Signal,40,70,Male,No,1,Minor
Night,Thursday,Nov,Fog,City Road,Dry,Street Lit,Signal,100,37,Female,No,1,Major
Night,Friday,Oct,Rain,City Road,Dry,Daylight,Signal,100,74,Male,No,1,Major
Morning,Friday,Dec,Snow,City Road,Potholes,Daylight,Speed Breaker,100,58,Male,No,4,Fatal
Evening,Saturday,Jul,Clear,City Road,Dry,No Lighting,Signal,80,51,Male,No,1,Minor
Morning,Wednesday,Oct,Clear,Highway,Dry,Street Lit,None,60,68,Male,No,1,Minor
Evening,Tuesday,Sep,Clear,City Road,Dry,Street Lit,Signal,50,45,Female,No,2,Minor
Morning,Saturday,Oct,Clear,Highway,Wet,Street Lit,Speed Breaker,30,65,Male,No,1,Minor
Evening,Friday,Sep,Clear,City Road,Dry,Daylight,None,100,52,Male,No,1,Minor
Morning,Thursday,Oct,Rain,City Road,Potholes,Street Lit,Speed Breaker,40,33,Female,Yes,2,Major
Night,Friday,Nov,Clear,City Road,Wet,Daylight,None,80,38,Male,No,1,Major
Afternoon,Thursday,Mar,Storm,Rural Road,Wet,Daylight,None,60,30,Male,No,2,Major
Morning,Saturday,Nov,Fog,Highway,Wet,Street Lit,Signal,60,52,Male,Yes,1,Minor
Evening,Wednesday,May,Clear,City Road,Dry,Daylight,Speed Breaker,100,59,Male,No,1,Minor
Night,Friday,Aug,Clear,Highway,Dry,Street Lit,Signal,30,71,Female,No,1,Minor
Morning,Sunday,Aug,Clear,City Road,Under Construction,Daylight,Speed Breaker,80,49,Male,No,1,Minor
Morning,Thursday,Apr,Clear,Rural Road,Potholes,Daylight,Signal,40,67,Female,No,3,Fatal
Night,Wednesday,Dec,Clear,City Road,Dry,Daylight,Speed Breaker,30,55,Female,Yes,3,Minor
Morning,Tuesday,Nov,Clear,Rural Road,Potholes,Daylight,Speed Breaker,60,23,Male,No,1,Major
Afternoon,Thursday,Nov,Clear,Highway,Dry,Daylight,Signal,40,67,Male,No,1,Minor
Morning,Saturday,Jan,Clear,Rural Road,Dry,Daylight,Signal,80,55,Male,No,1,Minor
Afternoon,Tuesday,Jan,Snow,Highway,Dry,No Lighting,None,60,55,Male,No,1,Major
Afternoon,Tuesday,Apr,Rain,Rural Road,Dry,Daylight,Signal,30,71,Male,No,1,Minor
Night,Monday,Jun,Storm,Highway,Dry,Daylight,Signal,30,77,Male,Yes,2,Minor
Morning,Friday,Aug,Clear,Highway,Dry,Daylight,Signal,80,30,Male,No,1,Minor
Night,Thursday,Jun,Clear,City Road,Dry,Street Lit,None,100,63,Female,No,1,Major
Morning,Tuesday,Dec,Rain,Rural Road,Dry,Daylight,None,60,70,Male,No,1,Fatal
Morning,Monday,Sep,Clear,Highway,Dry,Street Lit,Speed Breaker,60,56,Male,No,1,Major
Evening,Saturday,Sep,Clear,Highway,Potholes,Street Lit,None,80,30,Female,No,2,Fatal
Morning,Wednesday,Feb,Rain,Rural Road,Dry,Daylight,Signal,80,64,Male,No,1,Major
Night,Sunday,Oct,Rain,Highway,Dry,Daylight,None,50,29,Male,No,1,Major
Afternoon,Sunday,Jan,Clear,Highway,Dry,No Lighting,Signal,80,70,Male,No,1,Minor
Morning,Thursday,Feb,Clear,City Road,Dry,Street Lit,Signal,80,76,Male,No,3,Minor
Evening,Tuesday,May,Clear,Highway,Wet,Street Lit,Signal,80,50,Male,No,1,Minor
Night,Sunday,Apr,Clear,Rural Road,Dry,Daylight,Speed Breaker,80,45,Male,No,3,Major
Morning,Friday,Apr,Clear,City Road,Wet,Daylight,Speed Breaker,120,74,Male,No,1,Minor
Night,Sunday,Sep,Clear,City Road,Dry,Daylight,Signal,50,20,Female,No,3,Minor
Evening,Sunday,Nov,Clear,Rural Road,Dry,Daylight,None,120,35,Male,No,2,Fatal
Evening,Sunday,Aug,Snow,City Road,Dry,Daylight,Signal,60,43,Male,No,1,Minor
Night,Monday,Jun,Rain,Highway,Dry,Street Lit,Signal,80,71,Male,No,2,Fatal
Morning,Tuesday,Jan,Rain,Highway,Dry,Daylight,Signal,40,57,Male,No,2,Major
Afternoon,Friday,Feb,Clear,City Road,Dry,Street Lit,Speed Breaker,60,19,Male,No,1,Minor
Evening,Tuesday,Jun,Clear,Highway,Dry,Street Lit,None,80,21,Female,Yes,1,Major
Morning,Thursday,Nov,Clear,Rural Road,Dry,Daylight,Signal,80,67,Male,Yes,2,Major
Morning,Thursday,Feb,Clear,City Road,Potholes,Street Lit,Speed Breaker,30,45,Male,No,2,Minor
Afternoon,Thursday,Oct,Clear,Highway,Dry,Daylight,Signal,60,45,Male,Yes,2,Major
Evening,Saturday,May,Rain,City Road,Dry,Street Lit,Speed Breaker,40,42,Male,No,2,Major
Evening,Sunday,May,Rain,City Road,Dry,Daylight,None,120,43,Male,No,2,Minor
Morning,Saturday,Jun,Clear,Rural Road,Dry,Daylight,Signal,100,62,Male,No,2,Minor
Morning,Monday,Jun,Clear,Rural Road,Dry,Street Lit,None,30,64,Male,No,1,Minor
Afternoon,Thursday,Jun,Storm,City Road,Under Construction,Daylight,Speed Breaker,100,19,Male,No,1,Minor
Afternoon,Friday,Feb,Clear,City Road,Potholes,No Lighting,Signal,100,59,Male,No,3,Minor
Evening,Tuesday,Oct,Clear,City Road,Dry,Daylight,None,60,51,Male,No,1,Major
Night,Sunday,Mar,Clear,City Road,Dry,Daylight,Signal,80,47,Male,No,1,Minor
Evening,Wednesday,Jun,Rain,Highway,Dry,Daylight,Signal,60,78,Female,No,2,Major
Morning,Friday,Aug,Snow,Highway,Wet,Daylight,Signal,80,38,Male,No,1,Minor
Evening,Sunday,Dec,Clear,City Road,Dry,Daylight,Signal,50,61,Female,Yes,1,Minor
Night,Saturday,Nov,Fog,Highway,Dry,Street Lit,None,50,54,Male,No,1,Major
Afternoon,Saturday,Dec,Fog,Highway,Dry,Street Lit,Speed Breaker,60,61,Male,Yes,2,Major
Night,Friday,Jan,Clear,City Road,Wet,Street Lit,None,40,40,Male,No,4,Minor
Night,Saturday,Jan,Clear,Highway,Dry,No Lighting,Signal,100,50,Male,No,1,Minor
Night,Thursday,Nov,Clear,City Road,Dry,Daylight,Signal,50,77,Male,Yes,1,Major
Afternoon,Monday,Feb,Snow,City Road,Wet,Street Lit,Signal,60,19,Male,No,1,Minor
Night,Tuesday,Nov,Clear,Rural Road,Dry,Daylight,Speed Breaker,100,44,Female,Yes,1,Minor
Night,Monday,Dec,Rain,City Road,Under Construction,Street Lit,None,60,65,Male,No,1,Minor
Night,Sunday,Dec,Clear,Highway,Dry,Daylight,Speed Breaker,60,76,Male,No,1,Major
Morning,Tuesday,Jun,Rain,City Road,Wet,No Lighting,Signal,120,39,Male,No,1,Minor
Night,Tuesday,Sep,Clear,City Road,Wet,Street Lit,None,100,51,Female,Yes,1,Minor
Afternoon,Monday,Apr,Rain,Rural Road,Dry,No Lighting,Speed Breaker,50,33,Female,No,1,Minor
Night,Friday,Mar,Fog,City Road,Wet,Street Lit,Signal,60,37,Male,No,2,Fatal
Night,Tuesday,Dec,Fog,Highway,Dry,No Lighting,None,120,43,Female,No,3,Minor
Afternoon,Monday,Aug,Fog,Rural Road,Potholes,Street Lit,Signal,60,33,Male,No,3,Minor
Night,Tuesday,Nov,Clear,Highway,Dry,Daylight,Signal,60,23,Male,No,2,Minor
Afternoon,Wednesday,Oct,Rain,City Road,Wet,Daylight,Signal,50,62,Male,No,1,Minor
Night,Friday,Sep,Clear,City Road,Dry,Daylight,Signal,40,61,Female,No,2,Major
Afternoon,Thursday,Dec,Clear,Highway,Potholes,Daylight,Signal,80,40,Female,No,1,Major
Night,Tuesday,Nov,Clear,Highway,Dry,Daylight,Signal,80,59,Female,No,2,Major
Night,Wednesday,May,Clear,Highway,Potholes,Daylight,Signal,120,54,Male,No,2,Major
Morning,Thursday,Sep,Clear,City Road,Potholes,Daylight,Speed Breaker,80,25,Female,No,2,Fatal
Morning,Thursday,Feb,Snow,Rural Road,Dry,No Lighting,None,50,23,Male,No,4,Minor
Night,Sunday,Mar,Clear,Highway,Under Construction,No Lighting,Speed Breaker,30,54,Male,No,2,Fatal
Night,Tuesday,Jul,Rain,City Road,Potholes,Daylight,Signal,120,69,Male,No,2,Minor
Evening,Monday,Jul,Clear,Highway,Dry,Daylight,Signal,50,39,Male,No,1,Major
Afternoon,Tuesday,Jun,Clear,City Road,Dry,Daylight,Signal,50,23,Male,No,3,Minor
Evening,Wednesday,Jun,Clear,Highway,Dry,Daylight,Signal,100,71,Male,No,1,Major
Morning,Thursday,Feb,Storm,Rural Road,Dry,Street Lit,Speed Breaker,60,49,Female,No,3,Minor
Morning,Tuesday,Oct,Fog,City Road,Dry,Daylight,Speed Breaker,50,34,Male,No,1,Major
Morning,Monday,Jun,Storm,City Road,Dry,Daylight,Speed Breaker,100,55,Male,No,1,Fatal
Morning,Sunday,Apr,Snow,City Road,Dry,Street Lit,Speed Breaker,120,34,Female,No,2,Major
Night,Tuesday,Dec,Clear,City Road,Dry,Street Lit,Signal,40,54,Male,No,1,Major
Morning,Friday,Mar,Clear,Rural Road,Dry,Daylight,Signal,100,40,Male,No,2,Minor
Night,Sunday,Nov,Rain,City Road,Under Construction,Street Lit,Speed Breaker,60,66,Male,Yes,1,Minor
Night,Monday,Feb,Clear,Rural Road,Wet,Daylight,Signal,60,78,Male,No,3,Fatal
Morning,Wednesday,Jan,Clear,City Road,Dry,Daylight,Signal,100,66,Male,No,2,Major
Morning,Thursday,Nov,Clear,Highway,Wet,Daylight,Signal,120,78,Male,No,2,Minor
Afternoon,Tuesday,Nov,Rain,City Road,Wet,Daylight,Signal,50,30,Female,No,1,Minor
Evening,Monday,May,Rain,Highway,Potholes,Daylight,Signal,50,49,Male,No,1,Minor
Morning,Sunday,Feb,Clear,City Road,Dry,Daylight,None,40,39,Male,No,2,Minor
Afternoon,Friday,Feb,Clear,City Road,Dry,Street Lit,None,60,24,Male,No,1,Minor
Afternoon,Monday,Jul,Rain,City Road,Potholes,Street Lit,Signal,30,39,Male,No,1,Minor
Evening,Saturday,Aug,Rain,Highway,Potholes,Daylight,Signal,60,38,Male,No,2,Minor
Night,Friday,Oct,Clear,Highway,Wet,Daylight,Speed Breaker,40,23,Female,No,1,Minor
Morning,Sunday,Aug,Rain,City Road,Wet,Street Lit,Signal,60,78,Female,No,1,Minor
Evening,Wednesday,Apr,Clear,Rural Road,Dry,Daylight,Signal,30,31,Male,Yes,1,Minor
Morning,Thursday,Jan,Clear,Highway,Dry,No Lighting,Signal,100,33,Female,No,1,Minor
Afternoon,Sunday,Nov,Rain,City Road,Dry,Street Lit,Signal,50,20,Male,No,3,Fatal
Afternoon,Wednesday,Jul,Rain,City Road,Dry,Daylight,Speed Breaker,50,26,Male,No,1,Minor
Night,Tuesday,Jan,Clear,City Road,Under Construction,Daylight,None,100,64,Male,No,4,Major
Afternoon,Monday,Nov,Rain,Highway,Dry,Daylight,Signal,80,38,Male,No,1,Fatal
Afternoon,Saturday,Apr,Rain,City Road,Dry,Daylight,Signal,50,67,Female,No,1,Minor
Evening,Friday,Aug,Rain,Highway,Potholes,Daylight,Signal,40,47,Male,No,1,Minor
Morning,Friday,Feb,Rain,Rural Road,Dry,Street Lit,Signal,80,47,Male,No,1,Minor
Morning,Monday,Jun,Rain,Highway,Potholes,Daylight,None,60,77,Female,No,2,Minor
Evening,Saturday,Jun,Clear,Highway,Potholes,Daylight,Speed Breaker,80,59,Female,No,3,Minor
Night,Monday,Dec,Clear,Highway,Dry,Daylight,Speed Breaker,60,59,Female,No,1,Minor
Morning,Tuesday,Sep,Clear,Highway,Dry,Daylight,Speed Breaker,50,49,Male,No,2,Major
Afternoon,Wednesday,May,Clear,City Road,Dry,Daylight,None,60,40,Male,No,1,Minor
Morning,Sunday,Oct,Rain,Highway,Dry,Daylight,None,80,20,Male,No,1,Fatal
Afternoon,Friday,Apr,Clear,Highway,Dry,Daylight,Signal,100,18,Male,No,1,Minor
Night,Tuesday,May,Clear,City Road,Dry,Street Lit,Signal,30,20,Female,No,3,Fatal
Evening,Wednesday,Dec,Clear,Highway,Potholes,Daylight,Speed Breaker,60,74,Female,Yes,1,Minor
Morning,Tuesday,Dec,Clear,Highway,Dry,Street Lit,Signal,30,54,Female,No,3,Minor
Evening,Saturday,Oct,Clear,City Road,Wet,Daylight,None,60,24,Male,No,1,Minor
Morning,Friday,Nov,Rain,City Road,Dry,Daylight,Speed Breaker,100,20,Female,No,1,Fatal
Afternoon,Sunday,May,Clear,Rural Road,Dry,Daylight,None,60,53,Female,No,1,Minor
Evening,Monday,Aug,Rain,Rural Road,Potholes,Street Lit,Signal,100,66,Male,No,2,Major
Morning,Monday,Oct,Storm,City Road,Dry,Daylight,None,80,20,Male,No,2,Major
Afternoon,Wednesday,Dec,Clear,Highway,Dry,Daylight,Signal,100,72,Female,No,1,Major
Evening,Sunday,Aug,Clear,City Road,Wet,Daylight,None,80,21,Male,Yes,3,Minor
Evening,Thursday,Feb,Clear,City Road,Wet,Daylight,Signal,40,48,Female,No,1,Fatal
Morning,Saturday,Jul,Rain,City Road,Wet,Daylight,Speed Breaker,50,19,Male,No,3,Major
Morning,Wednesday,Aug,Rain,City Road,Dry,Street Lit,Speed Breaker,60,31,Female,No,2,Minor
Morning,Thursday,Nov,Clear,Highway,Dry,Daylight,Signal,50,54,Female,No,2,Minor
Afternoon,Tuesday,Jun,Clear,City Road,Potholes,Street Lit,Signal,60,48,Male,No,2,Fatal
Morning,Saturday,May,Fog,City Road,Potholes,Daylight,None,60,70,Female,No,1,Fatal
Evening,Tuesday,Nov,Clear,Rural Road,Dry,Street Lit,Signal,120,19,Male,No,2,Minor
Evening,Sunday,Sep,Clear,Highway,Under Construction,Street Lit,Speed Breaker,60,48,Male,No,1,Major
Morning,Friday,Mar,Fog,Highway,Dry,Daylight,Signal,80,64,Male,Yes,1,Minor
Morning,Saturday,Dec,Rain,Highway,Dry,Street Lit,None,100,60,Male,No,1,Minor
Night,Thursday,Oct,Fog,City Road,Dry,Street Lit,Speed Breaker,100,39,Female,No,1,Minor
Evening,Friday,Apr,Rain,Highway,Dry,Daylight,Signal,50,27,Female,No,1,Minor
Afternoon,Monday,Sep,Fog,Highway,Dry,Daylight,Signal,60,69,Male,No,1,Major
Night,Thursday,Jun,Clear,Rural Road,Dry,Street Lit,Speed Breaker,50,47,Male,No,1,Minor
Morning,Wednesday,Aug,Rain,Highway,Dry,Daylight,Signal,60,50,Male,Yes,1,Minor
Morning,Monday,Jul,Storm,City Road,Wet,Daylight,Signal,60,36,Male,No,3,Minor
Evening,Monday,Nov,Rain,Highway,Wet,Street Lit,Speed Breaker,100,63,Female,No,1,Minor
Morning,Wednesday,Feb,Clear,City Road,Wet,Daylight,Signal,60,42,Male,No,2,Fatal
Afternoon,Saturday,Mar,Clear,City Road,Potholes,Street Lit,Signal,60,75,Male,Yes,1,Major
Evening,Monday,Jan,Clear,Rural Road,Dry,Street Lit,Speed Breaker,120,72,Male,Yes,1,Minor
Morning,Sunday,Sep,Clear,Rural Road,Dry,No Lighting,Signal,40,78,Male,No,1,Fatal
Evening,Thursday,Jul,Clear,Highway,Wet,Daylight,Signal,60,71,Female,No,1,Minor
Morning,Friday,Jan,Rain,Highway,Dry,Daylight,Signal,80,63,Male,No,2,Major
Morning,Monday,Mar,Rain,Highway,Dry,Daylight,Speed Breaker,50,18,Male,No,2,Fatal
Morning,Thursday,Apr,Clear,City Road,Dry,Daylight,Speed Breaker,80,49,Female,No,1,Minor
Afternoon,Tuesday,Apr,Rain,Rural Road,Under Construction,Daylight,Speed Breaker,50,42,Female,Yes,1,Major
Afternoon,Thursday,May,Clear,City Road,Dry,Daylight,Signal,100,78,Female,No,3,Minor
Evening,Friday,Mar,Clear,City Road,Under Construction,Daylight,Signal,50,58,Female,No,1,Minor
Morning,Thursday,Mar,Clear,Highway,Dry,Daylight,Signal,50,34,Female,No,1,Minor
Morning,Wednesday,Jan,Clear,City Road,Wet,Street Lit,Signal,60,31,Male,No,2,Fatal
Afternoon,Friday,Jul,Clear,Rural Road,Under Construction,Street Lit,None,50,62,Male,No,1,Minor
Morning,Saturday,Nov,Clear,Highway,Wet,Street Lit,Signal,50,30,Male,No,4,Fatal
Afternoon,Tuesday,Oct,Clear,City Road,Dry,No Lighting,Signal,60,55,Female,No,2,Fatal
Morning,Wednesday,Jan,Fog,Highway,Dry,Daylight,Signal,60,56,Male,No,1,Minor
Evening,Saturday,Feb,Clear,City Road,Under Construction,No Lighting,Speed Breaker,60,19,Male,Yes,1,Minor
Morning,Thursday,Apr,Rain,City Road,Dry,Street Lit,Speed Breaker,60,49,Male,No,1,Major
Morning,Friday,Apr,Rain,Highway,Dry,Daylight,Speed Breaker,60,49,Female,No,1,Minor
Night,Tuesday,May,Rain,City Road,Dry,Daylight,None,80,75,Male,No,3,Minor
Afternoon,Wednesday,Nov,Storm,Highway,Potholes,Daylight,Signal,50,57,Male,No,2,Fatal
Morning,Saturday,Feb,Clear,City Road,Dry,Daylight,Signal,40,73,Male,No,1,Major
Morning,Saturday,Apr,Clear,City Road,Wet,Daylight,Signal,80,23,Female,No,1,Minor
Night,Tuesday,Jan,Fog,Highway,Dry,Daylight,Speed Breaker,100,42,Male,Yes,1,Major
Night,Sunday,Feb,Clear,City Road,Dry,Street Lit,Speed Breaker,50,20,Male,No,1,Minor
